"Volcano Number","Volcano Name","Country","Volcanic Region Group","Volcanic Region","Volcano Landform","Primary Volcano Type","Activity Evidence","Last Known Eruption","Latitude","Longitude","Elevation (m)","Dominant Rock Type","Tectonic Setting"
"300902","Ulvaney","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.78","160.62","1445",NA,"Subduction zone / Continental crust (>25 km)"
"300903","Mutny","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"57.72","160.37","1345",NA,"Subduction zone / Continental crust (>25 km)"
"300904","Khuvkhoitun","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Composite","Complex",NA,NA,"57.92","160.65","2618",NA,"Subduction zone / Continental crust (>25 km)"
"300905","Keveney","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"58.05","160.72999999999999","1887",NA,"Subduction zone / Continental crust (>25 km)"
"300906","Langtutkin","Russia","Northwestern Pacific Volcanic Regions","Central Kamchatka Volcanic Arc","Shield","Shield",NA,NA,"58.23","161.1","1545",NA,"Subduction zone / Continental crust (>25 km)"
"301801","Anjuisky","Russia","Eastern Asia Volcanic Regions","Northern Russia Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"67.153999999999996","165.82","1560",NA,"Intraplate / Continental crust (>25 km)"
"301805","Balagan-Tas","Russia","Eastern Asia Volcanic Regions","Northern Russia Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"65.959000000000003","145.893","993",NA,"Intraplate / Continental crust (>25 km)"
"302040","Vitim Volcanic Field","Russia","Eastern Asia Volcanic Regions","Baikal Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"53.75","113.25","1250","Basalt / Picro-Basalt","Unknown"
"302050","Tunkin Depression","Russia","Eastern Asia Volcanic Regions","Baikal Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"51.5","102.5","1200","Trachybasalt / Tephrite Basanite","Rift zone / Continental crust (>25 km)"
"302070","East Tuva Volcanic Field","Russia","Eastern Asia Volcanic Regions","Baikal Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"52.433","98.302999999999997","2765","Trachybasalt / Tephrite Basanite","Rift zone / Continental crust (>25 km)"
"302800","Dgida Basin","Russia","Eastern Asia Volcanic Regions","Baikal Rift Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,"50.52","103.25","1500",NA,"Rift zone / Continental crust (>25 km)"
"303020","Khanuy Gol Volcanic Field","Mongolia","Eastern Asia Volcanic Regions","Baikal Rift Volcanic Province","Cluster","Volcanic field",NA,NA,"48.67","102.75","1886","Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental crust (>25 km)"
"303040","Dariganga Volcanic Field","Mongolia","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"45.753999999999998","114.279","1778","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"304040","Henglianghu-Dongyuehu Volcanic Field","China","Eastern Asia Volcanic Regions","Northern Tibetan Plateau Volcanic Province","Cluster","Volcanic field",NA,NA,"34.732199999999999","89.135300000000001","5400","Phonolite","Intraplate / Continental crust (>25 km)"
"304050","Bukendaban","China","Eastern Asia Volcanic Regions","Northern Tibetan Plateau Volcanic Province","Composite","Complex",NA,NA,"36.0244","90.865700000000004","6830",NA,"Unknown"
"304060","Weixueshan","China","Eastern Asia Volcanic Regions","Northern Tibetan Plateau Volcanic Province","Minor (Silicic)","Cone(s)",NA,NA,"36.224400000000003","90.151700000000005","5187",NA,"Unknown"
"304070","Laohukou","China","Eastern Asia Volcanic Regions","Northern Tibetan Plateau Volcanic Province","Minor (Basaltic)","Cone(s)",NA,NA,"36.433300000000003","89.513199999999998","4860",NA,"Unknown"
"304080","Jindingshan","China","Eastern Asia Volcanic Regions","Northern Tibetan Plateau Volcanic Province","Minor (Silicic)","Lava cone",NA,NA,"36.692799999999998","86.073899999999995","5072",NA,"Unknown"
"304803","Heishibeihu","China","Eastern Asia Volcanic Regions","Northern Tibetan Plateau Volcanic Province","Minor","Unknown",NA,NA,"35.468600000000002","82.891300000000001","5529",NA,"Intraplate / Continental crust (>25 km)"
"305801","Jianghui Group","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Minor","Pyroclastic cone",NA,NA,"31.95","118.95","0",NA,"Unknown"
"305802","Nushan","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Minor","Cone",NA,NA,"33.119999999999997","118.75","0",NA,"Unknown"
"305803","Datong-Fengzen","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"40","113.28","1882",NA,"Intraplate / Continental crust (>25 km)"
"305806","Dalainuoer","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,"44","115.5","0",NA,"Intraplate / Continental crust (>25 km)"
"305809","Erkeshan","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"48.055999999999997","126.261","416",NA,"Intraplate / Continental crust (>25 km)"
"305832","Longhai","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Unknown","Unknown",NA,NA,"24.5","117.5","0",NA,"Intraplate / Continental crust (>25 km)"
"305833","Yichuan","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"34","113","0",NA,"Intraplate / Continental crust (>25 km)"
"305834","Tangy'n","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Unknown","Unknown",NA,NA,"35.25","114.5","0",NA,"Intraplate / Continental crust (>25 km)"
"305835","Huixian","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Unknown","Unknown",NA,NA,"36","115.25","0",NA,"Intraplate / Continental crust (>25 km)"
"305840","Heibei Plain","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Unknown","Unknown",NA,NA,"38","117.5","0",NA,"Intraplate / Continental crust (>25 km)"
"305845","Chifeng","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Unknown","Unknown",NA,NA,"42.25","118.5","0",NA,"Intraplate / Continental crust (>25 km)"
"305847","Nuomin","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,"49.616999999999997","123.717","906",NA,"Unknown"
"305849","Jianshan","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Shield","Shield",NA,NA,"48.890999999999998","125.61499999999999","399",NA,"Unknown"
"305852","Dunhua","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Unknown","Unknown",NA,NA,"43.162999999999997","127.93899999999999","826",NA,"Intraplate / Continental crust (>25 km)"
"305853","Yitong Group","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Minor","Lava dome(s)",NA,NA,"43.33","125.25","389",NA,"Unknown"
"305854","Fanjiatung Group","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Minor","Cone(s)",NA,NA,"43.75","125.17","283",NA,"Unknown"
"305855","Kuandian","China","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"40.75","124.67","513",NA,"Unknown"
"306020","Ch'uga-ryong","North Korea-South Korea","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Shield","Shield",NA,NA,"38.466700000000003","127.2833","400","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"306800","Kilchu-Myongch'on","North Korea","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Cluster","Volcanic field",NA,NA,"41","129.69999999999999","0",NA,"Intraplate / Continental crust (>25 km)"
"306801","Koksan-Singye","North Korea","Eastern Asia Volcanic Regions","Central East Asia Volcanic Province","Shield","Shield",NA,NA,"38.65","126.6","230",NA,"Intraplate / Continental crust (>25 km)"
"311150","Sergief","United States","North America Volcanic Regions","Aleutian Ridge Volcanic Arc","Composite","Stratovolcano",NA,NA,"52.05","-174.95","560","No Data (checked)","Subduction zone / Intermediate crust (15-25 km)"
"311370","Isanotski Peaks","United States","North America Volcanic Regions","Aleutian Ridge Volcanic Arc","Composite","Stratovolcano",NA,NA,"54.765000000000001","-163.72300000000001","2446","No Data (checked)","Subduction zone / Continental crust (>25 km)"
"311800","Adagdak","United States","North America Volcanic Regions","Aleutian Ridge Volcanic Arc","Composite","Stratovolcano",NA,NA,"51.988","-176.59200000000001","610",NA,"Subduction zone / Intermediate crust (15-25 km)"
"311803","Gilbert","United States","North America Volcanic Regions","Aleutian Ridge Volcanic Arc","Composite","Stratovolcano",NA,NA,"54.25","-165.65","818",NA,"Subduction zone / Intermediate crust (15-25 km)"
"312801","Trader Mountain","United States","North America Volcanic Regions","Aleutian Ridge Volcanic Arc","Composite","Stratovolcano",NA,NA,"55.564999999999998","-161.94399999999999","775",NA,"Subduction zone / Continental crust (>25 km)"
"312803","Blue Mountain","United States","North America Volcanic Regions","Alaska Peninsula Volcanic Arc","Cluster","Volcanic field",NA,NA,"57.72","-156.84700000000001","541",NA,"Subduction zone / Continental crust (>25 km)"
"312804","Gertrude Creek","United States","North America Volcanic Regions","Alaska Peninsula Volcanic Arc","Minor","Pyroclastic cone",NA,NA,"58.033999999999999","-156.14599999999999","437",NA,"Subduction zone / Continental crust (>25 km)"
"312805","Devils Desk","United States","North America Volcanic Regions","Alaska Peninsula Volcanic Arc","Composite","Stratovolcano",NA,NA,"58.473999999999997","-154.30600000000001","1955",NA,"Subduction zone / Continental crust (>25 km)"
"312806","Savonovski River Cluster","United States","North America Volcanic Regions","Alaska Peninsula Volcanic Arc","Composite","Stratovolcano(es)",NA,NA,"58.55","-154.5","1298",NA,"Subduction zone / Continental crust (>25 km)"
"313800","Double Glacier","United States","North America Volcanic Regions","Alaska Peninsula Volcanic Arc","Minor","Lava dome(s)",NA,NA,"60.68","-152.62","1239",NA,"Subduction zone / Continental crust (>25 km)"
"314020","Nunivak Island","United States","North America Volcanic Regions","Northern Alaska-Bering Sea Volcanic Province","Cluster","Shield",NA,NA,"60.02","-166.33","511","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"314050","Kookooligit Mountains","United States","North America Volcanic Regions","Northern Alaska-Bering Sea Volcanic Province","Shield","Shield",NA,NA,"63.6","-170.43","673","Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)"
"314800","St. George","United States","North America Volcanic Regions","Northern Alaska-Bering Sea Volcanic Province","Cluster","Volcanic field",NA,NA,"56.58","-169.58","288",NA,"Intraplate / Continental crust (>25 km)"
"314803","Togiak Valley","United States","North America Volcanic Regions","Northern Alaska-Bering Sea Volcanic Province","Cluster","Volcanic field",NA,NA,"59.2","-160.08000000000001","300",NA,"Intraplate / Continental crust (>25 km)"
"314804","Ingrichuak Hills","United States","North America Volcanic Regions","Northern Alaska-Bering Sea Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"62.22","-164.3","188",NA,"Intraplate / Continental crust (>25 km)"
"314805","Selawik Hills","United States","North America Volcanic Regions","Northern Alaska-Bering Sea Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,"66.033000000000001","-160.06700000000001","365",NA,"Intraplate / Continental crust (>25 km)"
"314806","Espenberg","United States","North America Volcanic Regions","Northern Alaska-Bering Sea Volcanic Province","Cluster","Volcanic field",NA,NA,"66.349999999999994","-164.33","243",NA,"Intraplate / Continental crust (>25 km)"
"315010","Sanford","United States","North America Volcanic Regions","Wrangell Volcanic Arc","Shield","Shield",NA,NA,"62.213000000000001","-144.13","4959","Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)"
"315021","Gordon","United States","North America Volcanic Regions","Wrangell Volcanic Arc","Minor","Pyroclastic cone(s)",NA,NA,"62.131500000000003","-143.089","2760","Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)"
"315055","Addington Volcanic Field","United States","North America Volcanic Regions","Queen Charlotte Volcano Group","Cluster","Volcanic field",NA,NA,"55.44","-134.16999999999999","-74",NA,"Unknown"
"315100","Maclaren River Volcanic Field","United States","North America Volcanic Regions","Northern Cordilleran Volcanic Province","Minor","Volcanic field",NA,NA,"63.136899999999997","-146.32","1470",NA,"Unknown"
"315800","Prindle","United States","North America Volcanic Regions","Northern Cordilleran Volcanic Province","Minor","Pyroclastic cone",NA,NA,"63.716000000000001","-141.63399999999999","1245",NA,"Intraplate / Continental crust (>25 km)"
"315801","Capital","United States","North America Volcanic Regions","Wrangell Volcanic Arc","Shield","Shield",NA,NA,"62.43","-144.12","2356",NA,"Subduction zone / Continental crust (>25 km)"
"315802","Jumbo Dome","United States","North America Volcanic Regions","Alaska Peninsula Volcanic Arc","Minor","Lava dome",NA,NA,"63.966000000000001","-148.685","1369",NA,"Intraplate / Continental crust (>25 km)"
"315803","Drum","United States","North America Volcanic Regions","Wrangell Volcanic Arc","Composite","Stratovolcano",NA,NA,"62.12","-144.63","3661",NA,"Intraplate / Continental crust (>25 km)"
"315804","Tanada","United States","North America Volcanic Regions","Wrangell Volcanic Arc","Shield","Shield",NA,NA,"62.3","-143.52000000000001","2816",NA,"Subduction zone / Continental crust (>25 km)"
"315805","Jarvis","United States","North America Volcanic Regions","Wrangell Volcanic Arc","Composite","Stratovolcano",NA,NA,"62.024000000000001","-143.619","4112",NA,"Subduction zone / Continental crust (>25 km)"
"315808","Basalt Knob","United States","North America Volcanic Regions","Queen Charlotte Volcano Group","Minor","Cone",NA,NA,"58.03","-136.33000000000001","100",NA,"Intraplate / Continental crust (>25 km)"
"315809","Skookum Creek","United States","North America Volcanic Regions","Wrangell Volcanic Arc","Cluster","Lava dome(s)",NA,NA,"62.4","-143.14699999999999","2172",NA,"Intraplate / Continental crust (>25 km)"
"320130","Satah Mountain","Canada","North America Volcanic Regions","Interior Western Canada Volcanic Province","Cluster","Volcanic field",NA,NA,"52.417000000000002","-124.617","1923","Trachybasalt / Tephrite Basanite","Intraplate / Continental crust (>25 km)"
"320135","Baldface Mountain","Canada","North America Volcanic Regions","Interior Western Canada Volcanic Province","Cluster","Volcanic field",NA,NA,"52.741999999999997","-124.458","1798",NA,"Intraplate / Continental crust (>25 km)"
"320804","Kawdy Metah","Canada","North America Volcanic Regions","Northern Cordilleran Volcanic Province","Cluster","Volcanic field",NA,NA,"59.02","-131.15","1950",NA,"Intraplate / Continental crust (>25 km)"
"320805","Dark Mountain","Canada","North America Volcanic Regions","Northern Cordilleran Volcanic Province","Cluster","Volcanic field",NA,NA,"58.52","-129.6","1972",NA,"Intraplate / Continental crust (>25 km)"
"320806","Klastline Group","Canada","North America Volcanic Regions","Northern Cordilleran Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,"57.88","-130.19999999999999","1980",NA,"Intraplate / Continental crust (>25 km)"
"320807","Hogum Range","Canada","North America Volcanic Regions","Northern Cordilleran Volcanic Province","Cluster","Volcanic field",NA,NA,"56.15","-126.7","2020",NA,"Intraplate / Continental crust (>25 km)"
"320808","Alice Arm","Canada","North America Volcanic Regions","Northern Cordilleran Volcanic Province","Cluster","Volcanic field",NA,NA,"55.43","-129.37","0",NA,"Intraplate / Continental crust (>25 km)"
"320809","Itcha Range","Canada","North America Volcanic Regions","Interior Western Canada Volcanic Province","Cluster","Shield",NA,NA,"52.667000000000002","-124.833","2371",NA,"Intraplate / Continental crust (>25 km)"
"320810","Chilcotin Group-North","Canada","North America Volcanic Regions","Interior Western Canada Volcanic Province","Cluster","Volcanic field",NA,NA,"51.45","-122.33","1800",NA,"Intraplate / Continental crust (>25 km)"
"320812","Squamish","Canada","North America Volcanic Regions","Garibaldi Volcanic Arc","Cluster","Volcanic field",NA,NA,"49.65","-123.22","790",NA,"Subduction zone / Continental crust (>25 km)"
"320813","Chilcotin Group-South","Canada","North America Volcanic Regions","Interior Western Canada Volcanic Province","Cluster","Volcanic field",NA,NA,"50.15","-119.62","2100",NA,"Subduction zone / Continental crust (>25 km)"
"320817","Quesnel Cone Group","Canada","North America Volcanic Regions","Interior Western Canada Volcanic Province","Minor","Pyroclastic cone(s)",NA,NA,"52.5","-121.17","1646",NA,"Intraplate / Continental crust (>25 km)"
